iter	MultiClass
123	0.06223700069
124	0.06161361339
125	0.0610395251
126	0.06032115663
127	0.05964828733
128	0.05904149386
129	0.05826504158
130	0.05770623888
131	0.05716704153
132	0.05661075251
133	0.05593163207
134	0.0555620985
135	0.05493260741
136	0.05434092949
137	0.05352680046
138	0.05297374093
139	0.05237515649
140	0.05191605055
141	0.05153408066
142	0.05096585414
143	0.05044991725
144	0.04993947997
145	0.04962426197
146	0.04922349807
147	0.04882668674
148	0.0482648851
149	0.04788867286
150	0.04756480674
151	0.04713011023
152	0.04679729519
153	0.04639160933
154	0.04609527071
155	0.04582554384
156	0.04542455205
157	0.04494932361
158	0.04464003478
159	0.04420234671
160	0.04385358775
161	0.0435146215
162	0.04312489215
163	0.04252950732
164	0.04211414551
165	0.04171279154
166	0.04137504006
167	0.04085074035
168	0.04050798987
169	0.04021534144
170	0.03993488884
171	0.03949878908
172	0.03920301645
173	0.03882371251
174	0.03845341426
175	0.0381817459
176	0.03777276253
177	0.03753418028
178	0.03729130561
179	0.03702978109
180	0.03673061455
181	0.03648511895
182	0.03621099164
183	0.03591605806
184	0.03568739156
185	0.03546321582
186	0.0351828859
187	0.03490741475
188	0.03469667909
189	0.03447828817
190	0.03422701752
191	0.03404929625
192	0.03381011079
193	0.03353964097
194	0.03335902196
195	0.03306449986
196	0.03288586318
197	0.03268261504
198	0.03246520996
199	0.03227914355
200	0.0320673239
201	0.03185728352
202	0.03165900611
203	0.03145750909
204	0.03126964482
205	0.03112588983
206	0.03090189564
207	0.03068950703
208	0.0304282333
209	0.03017138333
210	0.02997050038
211	0.02973875374
212	0.02956666919
213	0.02934012878
214	0.02916077606
215	0.02896673282
216	0.02869588527
217	0.0285084007
218	0.02831700716
219	0.02818249517
220	0.02797897803
221	0.02784365714
222	0.02763100833
223	0.02747372657
224	0.02735749477
225	0.02720399303
226	0.0270433834
227	0.02689560326
228	0.02675451902
229	0.02653876769
230	0.02639020116
231	0.02628723236
232	0.02611760565
233	0.02597926667
234	0.02579152661
235	0.02567412255
236	0.02554695483
237	0.0254457916
238	0.02529957662
239	0.02517924691
240	0.02508097089
241	0.02493163384
242	0.02481996752
243	0.0247057528
244	0.02458219182
245	0.02444553173
246	0.02429397963
247	0.02418431522
248	0.02409807865
249	0.0239614447
250	0.02381932696
251	0.02370145816
252	0.02358680199
253	0.02348160469
254	0.0233687685
255	0.02326881152
256	0.02313210486
257	0.02303657619
258	0.02289337404
259	0.02282487405
260	0.02274367685
261	0.02266382322
262	0.02257306361
263	0.0224907987
264	0.02238855922
265	0.02229829048
266	0.02221787034
267	0.02211868473
268	0.02202856475
269	0.02191427985
270	0.02183303776
271	0.02169632579
272	0.02156717159
273	0.02146798422
274	0.0213768532
275	0.02128900658
276	0.02114966288
277	0.02104928652
278	0.02096158024
279	0.0208355
280	0.02073439451
281	0.02062304467
282	0.02052498186
283	0.02040653565
284	0.02029724351
285	0.02019797599
286	0.02010793072
287	0.02003583245
288	0.01995293085
289	0.01987301504
290	0.01975583587
291	0.01969135361
292	0.01959522517
293	0.01950858252
294	0.01943830828
295	0.01936570037
296	0.01930534505
297	0.01922147575
298	0.01912461538
299	0.01904061362
300	0.01896397661
301	0.01889901994
302	0.01880617559
303	0.01872751913
304	0.01863206541
305	0.01856387319
306	0.01850549014
307	0.01841780808
308	0.01834026145
309	0.01824231828
310	0.01815689679
311	0.01807314852
312	0.01800644769
313	0.01795146913
314	0.01788901451
315	0.01778396246
316	0.01769995569
317	0.01762885051
318	0.01755725265
319	0.01749004992
320	0.01741520079
321	0.01735608015
322	0.0172918984
323	0.01719233266
324	0.01714895737
325	0.01707784232
326	0.01702564816
327	0.01697951627
328	0.01694066352
329	0.01687003639
330	0.01679125281
331	0.01672082757
332	0.01665004294
333	0.01657210155
334	0.01650014602
335	0.01642189356
336	0.01637077085
337	0.01631883482
338	0.01625788105
339	0.01621081366
340	0.01615549621
341	0.01610878321
342	0.01606700637
343	0.01601333843
344	0.01595608717
345	0.01591339205
346	0.01582354868
347	0.01576499925
348	0.01571992285
349	0.01567314508
350	0.01560391826
351	0.01555585475
352	0.01546924059
353	0.01540931896
354	0.01536565031
355	0.01530957959
356	0.0152614434
357	0.01520713986
358	0.01515940866
359	0.01511745395
360	0.01505761893
361	0.01501028199
362	0.01496863331
363	0.0149123768
364	0.01486817711
365	0.01483613411
366	0.01478635841
367	0.01474563713
368	0.01469227205
369	0.01462298207
370	0.0145740779
371	0.01454138047
372	0.01450042669
373	0.01446106213
374	0.0144251186
375	0.01438834745
376	0.01434526059
377	0.0143036137
378	0.0142681866
379	0.0142183978
380	0.01417310256
381	0.01414108142
382	0.01408821462
383	0.01404671793
384	0.01399704016
385	0.01395546247
386	0.01391256557
387	0.0138589691
388	0.01381562734
389	0.01376254235
390	0.01372136495
391	0.0136744822
392	0.01362843774
393	0.01358945657
394	0.013541985
395	0.01349984769
396	0.01343950162
397	0.0133889107
398	0.01333888763
399	0.01329878035
400	0.01326821852
401	0.01322882221
402	0.01319486099
403	0.01315648988
404	0.0131316981
405	0.0130947596
406	0.01303464973
407	0.01299577615
408	0.01296026417
409	0.01291350239
410	0.01287936928
411	0.01283226683
412	0.0127903225
413	0.0127614615
414	0.01272893926
415	0.01269308495
416	0.01266140234
417	0.01261564286
418	0.01258324902
419	0.01254664327
420	0.0125213321
421	0.01247918237
422	0.01244954257
423	0.01242164859
424	0.01238602944
425	0.01235957286
426	0.01232110027
427	0.01228892815
428	0.01224706271
429	0.01221115284
430	0.01218479349
431	0.01215617338
432	0.01212518899
433	0.01210011259
434	0.01207774479
435	0.0120495821
436	0.01202542029
437	0.01198587126
438	0.01195394723
439	0.01192797686
440	0.0118999189
441	0.0118663137
442	0.0118296704
443	0.01180260845
444	0.01177231033
445	0.01174428928
446	0.01171079651
447	0.01168542073
448	0.01165395311
449	0.0116293269
450	0.01160282127
451	0.01157602017
452	0.0115469339
453	0.01151265434
454	0.0114868808
455	0.01146309399
456	0.01143374639
457	0.01140296879
458	0.01138381543
459	0.01133989981
460	0.01131708249
461	0.01128626079
462	0.01126229936
463	0.01123582359
464	0.01120549236
465	0.0111856849
466	0.01115217303
467	0.01112928837
468	0.01109294921
469	0.01107266174
470	0.0110498603
471	0.01102117462
472	0.01099701612
473	0.01096646528
474	0.01093628474
475	0.01090540061
476	0.01086321581
477	0.01083808437
478	0.01081867416
479	0.01079417109
480	0.01077008771
481	0.01074871284
482	0.01072606101
483	0.01070276992
484	0.0106714355
485	0.01064927097
486	0.01062242889
487	0.01060164769
488	0.01058318981
489	0.01055204545
490	0.01051995364
491	0.0105003785
492	0.01048298049
493	0.01045652186
494	0.01043760636
495	0.01041906284
496	0.01039817849
497	0.01037383773
498	0.0103442843
499	0.01032007754
500	0.01028893361
501	0.01025742055
502	0.010239782
503	0.01021429217
504	0.01017303652
505	0.01015798407
506	0.01013566663
507	0.01011864135
508	0.01009977178
509	0.01008186981
510	0.01006137207
511	0.01003768948
512	0.01002049939
513	0.01000114538
514	0.009984160372
515	0.009965210597
516	0.009946926739
517	0.009925488714
518	0.009906010125
519	0.009889198952
520	0.009869401513
521	0.009850080943
522	0.009824785068
523	0.009803131671
524	0.009787089669
525	0.009769290253
526	0.009738162632
527	0.009709717917
528	0.009687391749
529	0.009662397802
530	0.009640363523
531	0.00961977045
532	0.009604568359
533	0.009585514665
534	0.009566304978
535	0.009548772675
536	0.009523067624
537	0.009505210847
538	0.009482014186
539	0.009467204671
540	0.009449184319
541	0.009430335135
542	0.009407291312
543	0.009389557932
544	0.009360295616
545	0.009344333194
546	0.009322708381
547	0.009304658911
548	0.00928703365
549	0.009264018175
550	0.009251168406
551	0.009232529083
552	0.009212485478
553	0.009199137252
554	0.009176326855
555	0.00916157059
556	0.009142810735
557	0.009123815518
558	0.009107324776
559	0.009079602551
560	0.00906133678
561	0.009045402607
562	0.009030433369
563	0.009014299688
564	0.008988287343
565	0.008971566494
566	0.008952225914
567	0.008936588412
568	0.008913260393
569	0.008900025355
570	0.00888050914
571	0.008856950389
572	0.008840551346
573	0.008820923591
574	0.008802172379
575	0.008769090159
576	0.008755013538
577	0.008736907372
578	0.008724806701
579	0.008707656979
580	0.008688438394
581	0.008666620754
582	0.008651394872
583	0.008611074267
584	0.008594084977
585	0.008577818484
586	0.008561425665
587	0.008548977345
588	0.008532885344
589	0.00851856052
590	0.008500705991
591	0.00848530616
592	0.008460831606
593	0.008439557928
594	0.008427180457
595	0.008410758347
596	0.008391009779
597	0.008370260568
598	0.008354832968
599	0.008342132344
600	0.008322192845
601	0.008308540523
602	0.00829284359
603	0.008275880437
604	0.008262983123
605	0.008249823288
606	0.008234425067
607	0.008209776816
608	0.008200802552
609	0.008185079597
610	0.008170722918
611	0.008157541535
612	0.008143063386
613	0.008121536421
614	0.008099163482
615	0.008086412958
616	0.008065564667
617	0.008052929886
618	0.008040619381
619	0.008024170039
620	0.008013382415
621	0.007996721124
622	0.007985714686
623	0.007972557036
624	0.007963218526
625	0.007950220038
626	0.00793079585
627	0.0079193422
628	0.007898894561
629	0.00788464124
630	0.007870271802
631	0.007855957434
632	0.00783788396
633	0.007825544499
634	0.007801297846
635	0.007785787529
636	0.007776309403
637	0.007765191886
638	0.007741179433
639	0.007725943125
640	0.007711830256
641	0.00769741776
642	0.007682536794
643	0.007664683732
644	0.007653538277
645	0.00763945396
646	0.007625694238
647	0.007614226308
648	0.00760126439
649	0.00758560763
650	0.00757362494
651	0.007561980971
652	0.007552141586
653	0.007536005828
654	0.007525474425
655	0.007505968081
656	0.007493753997
657	0.007480169978
658	0.007467892861
659	0.007456798769
660	0.007444353403
661	0.00743428973
662	0.007430167934
663	0.007419384674
664	0.007409904733
665	0.007394838727
666	0.007379925046
667	0.007368375686
668	0.007357625639
669	0.007347184251
670	0.007335324273
671	0.007323480648
672	0.007313552562
673	0.007303391487
674	0.007294251091
675	0.007281006131
676	0.007269225924
677	0.007255316368
678	0.007244384805
679	0.00723438405
680	0.007225033428
681	0.007213683574
682	0.007198654405
683	0.007183000134
684	0.007172786011
685	0.007162390646
686	0.007152706937
687	0.007140628582
688	0.007129727221
689	0.007120473207
690	0.007111838096
691	0.007095614571
692	0.007080844931
693	0.007069771677
694	0.00705319764
695	0.007043471595
696	0.007032413071
697	0.007022898381
698	0.007009714673
699	0.006999493423
700	0.006989312385
701	0.006978655515
702	0.00696242468
703	0.006953261522
704	0.006945283643
705	0.006935459672
706	0.006926187228
707	0.006915240504
708	0.006903592759
709	0.006893454717
710	0.006879844162
711	0.006867696718
712	0.006856726388
713	0.006848022373
714	0.006837192033
715	0.00682932146
716	0.00682009786
717	0.006812152595
718	0.006805166373
719	0.006794311005
720	0.006785757873
721	0.006776330494
722	0.00675854883
723	0.006749610684
724	0.006735617395
725	0.00672148861
726	0.006705949904
727	0.006694822146
728	0.006684712194
729	0.006677674927
730	0.006668644807
731	0.006654812196
732	0.006647228059
733	0.006633285286
734	0.006625363085
735	0.006612436616
736	0.006604957019
737	0.006597101179
738	0.006591189343
739	0.006582746007
740	0.006573384226
741	0.006564216519
742	0.006556568503
743	0.006544542634
744	0.006536020466
745	0.006526442299
746	0.006519412867
747	0.006511493725
748	0.006501933498
749	0.006490131052
750	0.006480315026
751	0.006470115437
752	0.006461086697
753	0.006453170644
754	0.006444678977
755	0.006437344183
756	0.006427337959
757	0.006419234442
758	0.006413649044
759	0.006406432446
760	0.006396172688
761	0.006384938848
762	0.006373999747
763	0.006362225105
764	0.006350611597
765	0.006341933337
766	0.006331801035
767	0.006321811137
768	0.006314449591
769	0.006305023109
770	0.006295975478
771	0.006286974933
772	0.006278102863
773	0.006267423994
774	0.006257017817
775	0.006248324333
776	0.006241503999
777	0.006233777859
778	0.006226663422
779	0.006219538589
780	0.006212411276
781	0.006205650499
782	0.006194889179
783	0.006182113884
784	0.006174306269
785	0.006166374299
786	0.006159143295
787	0.006151589988
788	0.006144332614
789	0.006131693122
790	0.006124560667
791	0.006115308582
792	0.006107962058
793	0.006097760616
794	0.006090265662
795	0.006082781989
796	0.006073063449
797	0.006061870393
798	0.006054290448
799	0.006045697151
800	0.006037327661
801	0.006029258661
802	0.006020568324
803	0.00600996768
804	0.006003124258
805	0.005996099297
806	0.005989436772
807	0.005982491395
808	0.005971109722
809	0.005960530085
810	0.005954397098
811	0.005947273667
812	0.005941502858
813	0.005930520549
814	0.005923728586
815	0.00591686046
816	0.005907233798
817	0.005899385122
818	0.005893671786
819	0.005887103452
820	0.005878723562
821	0.005872309267
822	0.005865645751
823	0.005858535506
824	0.005851570004
825	0.005843570391
826	0.005836448438
827	0.005828959018
828	0.005820395199
829	0.005813820765
830	0.005807587942
831	0.005798524143
832	0.005785366033
833	0.005780325983
834	0.00577351897
835	0.005766748777
836	0.005758629447
837	0.005750744754
838	0.005743788177
839	0.005734197072
840	0.005724864013
841	0.005717241556
842	0.005710085994
843	0.005698934555
844	0.005689718916
845	0.005681880104
846	0.00567492925
847	0.005666282372
848	0.005659738391
849	0.005651279723
850	0.005642276381
851	0.005633140611
852	0.005622363084
853	0.005613343806
854	0.005605736072
855	0.005597023255
856	0.005588674267
857	0.005582869059
858	0.005576854824
859	0.005569709413
860	0.005561501519
861	0.005552623259
862	0.005545309784
863	0.005536741083
864	0.005526184287
865	0.005521995093
866	0.005515709966
867	0.005507715229
868	0.005501378948
869	0.00549203996
870	0.005484930458
871	0.005475751938
872	0.005467358201
873	0.005463303179
874	0.005457581717
875	0.005447065831
876	0.005441640316
877	0.005433706341
878	0.005427065109
879	0.005416352956
880	0.005410094986
881	0.005403847174
882	0.005397534219
883	0.005388379924
884	0.005379593937
885	0.005373494641
886	0.005366962741
887	0.005360611873
888	0.005352258655
889	0.005343830618
890	0.005336445983
891	0.005330556223
892	0.005325243999
893	0.005320438235
894	0.00531363776
895	0.005308158159
896	0.005302829816
897	0.005296946316
898	0.005291895888
899	0.005286658482
900	0.005279257786
901	0.005273444294
902	0.005266967835
903	0.005260902258
904	0.0052560501
905	0.00525021581
906	0.005244102163
907	0.005235645452
908	0.005230037236
909	0.005221828146
910	0.005217486511
911	0.005212806163
912	0.005207983724
913	0.005201324359
914	0.005195925504
915	0.005189893158
916	0.005184538638
917	0.005177929112
918	0.005171990843
919	0.005165334682
920	0.00515759842
921	0.005152616794
922	0.005146681726
923	0.005141625457
924	0.00513681298
925	0.005132270938
926	0.005128300627
927	0.005124175026
928	0.005117431435
929	0.005112792652
930	0.00510807322
931	0.005102509141
932	0.005097617005
933	0.005091343382
934	0.005087288691
935	0.005082259975
936	0.005075788579
937	0.005071918971
938	0.005066175913
939	0.005059746672
940	0.00505493556
941	0.005048094324
942	0.005044468333
943	0.005038049669
944	0.005032467145
945	0.005022456597
946	0.005016057977
947	0.00500757867
948	0.005002721461
949	0.004999280898
950	0.004994150607
951	0.004988305076
952	0.004982601363
953	0.004976460528
954	0.004970948366
955	0.004965832348
956	0.00496084089
957	0.00495670896
958	0.004951222869
959	0.004947167926
960	0.004942575206
961	0.004936419517
962	0.004931896484
963	0.004925321936
964	0.004919767243
965	0.00491513845
966	0.004907681546
967	0.004903148858
968	0.004898312301
969	0.004890595636
970	0.004884131095
971	0.004880426013
972	0.004875492837
973	0.004869967587
974	0.004863225352
975	0.004857820704
976	0.00485298119
977	0.004847103433
978	0.004841435992
979	0.004835873063
980	0.004830217463
981	0.004820732654
982	0.00481618133
983	0.004811308627
984	0.004807593501
985	0.004802420534
986	0.004795947452
987	0.004792735497
988	0.004788323405
989	0.004783249603
990	0.004778718806
991	0.004774859592
992	0.004768712169
993	0.004760116687
994	0.004755667118
995	0.004751904647
996	0.004748373346
997	0.004744236149
998	0.004739827665
999	0.00473474465
